,featured,covid-19,anonymous,date,time,headline,role,location,status,contract,years,helpful,pros,cons,advice_to_mgmt,main_rating,work_life_balance,culture_and_values,diversity_inclusion,career_opportunities,comp_and_benefits,senior_management,recommends,outlook,CEO_approval,response_date,response_role,response
1054,0,0,1,12 October 2017,07:48:41,Internship,,,"12 October 2017
""Internship""
4.0
★★★★★
Former Employee ",full-time,,0,It is a cool place to work in.,Salary is not very high.,,4.0,4.0,4.0,,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,,,
1055,0,0,0,19 August 2017,20:49:48,Associate, Associate,Hong Kong,"19 August 2017
Helpful (3)
""Associate""
3.0
★★★★★
Current Employee ",full-time, more than 3 years,3,"Less politics, nice location to work, not frequent staff movement, you can get help easily cos most people are experienced and they are willing to share their experience, good bonus. 
People will love staying in this company if they want a stable working environment.","conservative atmosphere, people are redundant to change, micromanagement, no respect to the staff. Traditional company culture. No career path for junior staff.",,3.0,3.0,2.0,,3.0,5.0,2.0,Doesn't Recommend,Positive Outlook,No Opinion of CEO,,,
1056,0,0,1,14 August 2017,19:08:37,Systems Analyst,,,"14 August 2017
""Systems Analyst""
3.0
★★★★★
Former Employee ",full-time,,0,Good to know about the standard financial industry culture,Technology is yet to get up-to-date,,3.0,,,,,,,,,,,,
1057,0,0,1,6 August 2017,01:00:31,HKEX,,,"6 August 2017
""HKEX""
3.0
★★★★★
Current Employee ",full-time,,0,Very stable and people are friendly,Doesn't understand market needs well,,3.0,,,,,,,,,,,,
1058,0,0,1,21 July 2017,12:32:24,work and life balance,,Hong Kong,"21 July 2017
""work and life balance""
4.0
★★★★★
Current Employee ",full-time,,0,"good company culture, good work & life balance, kind-hearted colleagues",young colleagues need more training opportunities,,4.0,5.0,5.0,,4.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
1059,0,0,0,9 May 2017,23:21:23,Summer Intern,Intern,Hong Kong,,, more than a year,0,"Good working environment there
providing comprehensive training","Big corporate, may ignore intern",,4.0,5.0,5.0,,4.0,5.0,5.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
1060,0,0,0,20 December 2020,02:07:25,Great, Senior Manager,Hong Kong,"20 December 2020
""Great""
5.0
★★★★★
Current Employee ",full-time,,0,Good pay and very meaningful,Very demanding and very bureaucratic,,5.0,3.0,4.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,,,,
1061,0,0,0,20 January 2021,20:08:07,hahaha, Student Nurse,Hong Kong,"20 January 2021
""hahaha""
4.0
★★★★★
Current Employee ",part-time,,0,always hiring nurses and have openings,"long working hours
high pressure
high workload
insufficient support",,4.0,2.0,3.0,2.0,4.0,2.0,3.0,Doesn't Recommend,Neutral Outlook,,,,
1062,0,0,0,21 January 2021,09:17:25,Stable Job, Clerk III,,"21 January 2021
""Stable Job""
4.0
★★★★★
Current Employee ",full-time, less than a year,0,"Clear salary scheme, mostly routine work in admin departments",Low chance to get promoted to management level,Nil,4.0,4.0,3.0,3.0,3.0,4.0,3.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
1063,0,0,0,14 January 2021,19:36:20,Public Hospital of Hong Kong, Senior Medical Technologist,Hong Kong,"14 January 2021
""Public Hospital of Hong Kong""
4.0
★★★★★
Current Employee ",full-time,,0,Good job stability and benefit,As a big public entity not provide enough flexibility,,4.0,2.0,3.0,2.0,4.0,4.0,3.0,Recommends,Positive Outlook,,,,
1064,0,0,0,11 January 2021,06:31:05,Attractive package but at times challenging, Executive Assistant,Hong Kong,"11 January 2021
""Attractive package but at times challenging""
4.0
★★★★★
Former Employee ",full-time, more than 3 years,0,"- Stable job
- Attractive remuneration package
- Good suite of benefits as an employer (dedicated store for HA staff and staff discount for various stores in town)","- Workload is at times demanding
- Culture of overtime working",,4.0,3.0,3.0,,4.0,5.0,4.0,Recommends,Positive Outlook,,,,
1065,0,0,0,20 January 2021,20:12:24,Not the best employer, Registered Nurse,Hong Kong,"20 January 2021
""Not the best employer""
3.0
★★★★★
Current Employee ",full-time,,0,Rather stable. Good for fresh grad,"Busy,hectic,high nurse to patient ratio",,3.0,1.0,2.0,2.0,4.0,3.0,1.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO,,,
1066,0,0,0,21 January 2021,11:49:37,Not good, Registered Nurse,Hong Kong,"21 January 2021
""Not good""
3.0
★★★★★
Current Employee ",full-time,,0,Busy workload unpaid no work lift balance,Can pick up skills quickly,,3.0,,,,,,,,,,,,
1067,0,0,0,17 January 2021,03:09:17,Health Information Specialist, Health Information Specialist,,"17 January 2021
""Health Information Specialist""
3.0
★★★★★
Former Employee ",full-time, more than 8 years,0,Stable income and work environment,Rigid and top-down management style,,3.0,3.0,3.0,3.0,4.0,4.0,3.0,Recommends,Positive Outlook,Disapproves of CEO,,,
1068,0,0,0,10 January 2021,05:59:04,Luck Depending, Executive Assistant II,Hong Kong,"10 January 2021
""Luck Depending""
3.0
★★★★★
Current Employee ",full-time, less than a year,0,The work are easy to be finished.,"Actually I have heard some EAs have a nice working environment but some don't. As there will actually be no means to fire any employees, there is a place to settle those who are unwelcomed and I am working at a place for them. Assigned work can actually easily be finished but most of the time are annoyed and bluffed by other colleagues. It could be quite stressful.",,3.0,4.0,2.0,3.0,3.0,4.0,2.0,Recommends,Negative Outlook,No Opinion of CEO,,,
1069,0,0,0,4 December 2020,08:44:45,50 vs 50, Hospital Administrator,Hong Kong,"4 December 2020
""50 vs 50""
4.0
★★★★★
Current Employee ",full-time,,0,Nice Colleagues and generally can strike work life balance.,Unfriendly clinical staffs and Micromanagement sometimes.,,4.0,4.0,4.0,4.0,4.0,3.0,3.0,Recommends,Positive Outlook,,,,
1070,0,0,0,27 November 2020,17:15:31,Clinical research, Research Assistant,Hong Kong,"27 November 2020
""Clinical research""
4.0
★★★★★
Current Employee ",full-time,,0,A lot more to learn and stable,Limited upward mobility of position,,4.0,5.0,3.0,3.0,3.0,2.0,3.0,Recommends,Neutral Outlook,,,,
1071,0,0,0,17 November 2020,18:01:51,Demanding but rewarding, Statistician,Hong Kong,"17 November 2020
""Demanding but rewarding""
5.0
★★★★★
Current Employee ",full-time,,0,Having a great impact on decision making,Too much administration work for professional rank,,5.0,4.0,3.0,3.0,5.0,5.0,5.0,,,,,,
1072,0,0,0,4 November 2020,09:19:48,Clinical Exposure, Clinical Psychologist Assistant,Hong Kong,"4 November 2020
""Clinical Exposure""
5.0
★★★★★
Current Employee ",full-time,,0,Hands on experience with clincal cases,Admin work will be inevitable,,5.0,5.0,5.0,3.0,4.0,3.0,3.0,Recommends,Neutral Outlook,,,,
1073,0,0,0,9 December 2020,18:55:09,Good Luck to all of you who are still working there, Registered Nurse,,"9 December 2020
""Good Luck to all of you who are still working there""
1.0
★★★★★
Former Employee ",full-time, more than a year,0,high salary and more annual leave,"Poor working culture: many gossips and sometimes staffs not helping each other during work
Poor HR management: Even after I left the job, documents which should be received by 1 month (employment certificate and Tax Return document) are not sent and I'm still waiting for it.
Not Value Employees' interest: There is rotation programme for RN which they don't ask about employees' wishes and just throw people around where ever they want",,1.0,1.0,1.0,,1.0,2.0,1.0,Doesn't Recommend,,,,,
1074,0,0,0,3 November 2020,17:43:09,work for public health, Analyst Programmer,Hong Kong,"3 November 2020
""work for public health""
4.0
★★★★★
Current Employee ",full-time,,0,"5 days work, more AL for direct contract",secondment bad benefit (e.g. typhoon no pay),,4.0,4.0,4.0,2.0,3.0,4.0,3.0,Recommends,Positive Outlook,,,,
1075,0,0,0,12 November 2020,01:40:42,Salary of EA(II), Executive Assistant II,Hong Kong,"12 November 2020
""Salary of EA(II)""
1.0
★★★★★
Former Employee ",full-time, less than a year,0,"High salary, enjoy free medical services in HA",The new employee will likely to be victimized in workplace politics,,1.0,,,,,,,,,,,,
1076,0,0,0,21 October 2020,13:27:30,it is a public hospital, Registered Nurse,Hong Kong,"21 October 2020
""it is a public hospital""
3.0
★★★★★
Former Employee ",full-time, more than 5 years,0,it is a public hospital,its paid not that reasonable,,3.0,3.0,3.0,,3.0,3.0,3.0,Recommends,Neutral Outlook,,,,
1077,0,0,0,29 September 2020,02:53:19,good for long term, HRM,Hong Kong,"29 September 2020
""good for long term""
4.0
★★★★★
Current Employee ",full-time,,0,good for long term working environment,multitask and heavier workload working environment,,4.0,4.0,4.0,,4.0,4.0,4.0,Recommends,Positive Outlook,,,,
1078,0,0,0,7 October 2020,23:55:00,HR, Officer,Hong Kong,"7 October 2020
""HR""
3.0
★★★★★
Former Employee ",full-time, less than a year,0,The largest health care corporation in Hong Kong,contract period is too short,,3.0,3.0,3.0,3.0,5.0,2.0,3.0,,,,,,
1079,0,0,0,5 October 2020,01:46:01,Severely Underpay, Registered Nurse,"Kwun Tong, Kowloon City","5 October 2020
""Severely Underpay""
2.0
★★★★★
Current Employee ",full-time,,0,"stable jobs, clear career path","heavy work load, extra hours",,2.0,2.0,2.0,2.0,3.0,2.0,2.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,,,
1080,0,0,0,4 October 2020,04:37:50,Executive officer, Executive Officer,Hong Kong,"4 October 2020
""Executive officer""
3.0
★★★★★
Current Employee ",full-time,,0,"Good pay, stable pay etc",Alway work overtime and work life not balance,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,Doesn't Recommend,Positive Outlook,,,,
1081,0,0,0,9 October 2020,09:27:43,not recommand, Programmer,,"9 October 2020
""not recommand""
1.0
★★★★★
Current Employee ",full-time, more than a year,0,"high salary
low workload
colleague nice person","It obeies to mainland china.
Unconscionable.",,1.0,1.0,1.0,,1.0,1.0,1.0,Doesn't Recommend,Neutral Outlook,,,,
1082,0,0,0,30 August 2020,12:35:54,Very good company, Systems Analyst,Hong Kong,"30 August 2020
""Very good company""
5.0
★★★★★
Current Employee ",full-time, more than 10 years,0,Job satisfactory and job stability is guaranteed .,Need to provide 7x24 support for critical system.,,5.0,5.0,5.0,,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
1083,0,0,0,25 August 2020,18:08:18,Intern in HA, Finance Intern,Hong Kong,"25 August 2020
""Intern in HA""
4.0
★★★★★
Former Employee ",full-time, less than a year,0,The job has high salary as an intern.,You may not learn a lot in this job.,,4.0,4.0,4.0,,3.0,4.0,4.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
1084,0,0,0,16 August 2020,03:01:43,., Occupational Therapist,Hong Kong,"16 August 2020
"".""
5.0
★★★★★
Current Employee ",full-time,,0,"- Stable
- Training opportunities
- Reasonable working hours","- Limited promotion opportunities
- some settings may have a greater workload",,5.0,4.0,4.0,,4.0,4.0,3.0,Recommends,Positive Outlook,,,,
1085,0,0,0,4 August 2020,01:56:47,Stable, Doctor,Hong Kong,"4 August 2020
""Stable""
5.0
★★★★★
Current Employee ",full-time,,0,The job is fairly stable,They have given you Crazy schedule,,5.0,3.0,3.0,,4.0,4.0,3.0,Recommends,Positive Outlook,,,,
1086,0,0,0,31 August 2020,11:06:50,A, Project Manager,Hong Kong,"31 August 2020
""A""
1.0
★★★★★
Current Employee ",full-time,,0,I am fine with it,I have no idea what to write,,1.0,1.0,1.0,,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,,,,
1087,0,0,0,7 August 2020,02:12:53,Shift time work, Personal Care Assistant,,"7 August 2020
""Shift time work""
3.0
★★★★★
Former Employee ",full-time, more than a year,0,"Good for everyone about the health , you may use cheap price to have this service","Long time working , sometimes many be shift in a 
 hold weed , you cannot have a rest day , sometimes you many have two day or three day rest day in a week , so it not balance.",Try to make more equality,3.0,2.0,3.0,,3.0,3.0,3.0,Recommends,,No Opinion of CEO,,,
1088,0,0,1,17 July 2020,08:41:15,busy yet stable,,Hong Kong,"17 July 2020
""busy yet stable""
4.0
★★★★★
Former Employee ",full-time, more than a year,0,"stable job, wont get fired","busy working environment, lower pay than private",,4.0,,,,,,,Disapproves of CEO,,Disapproves of CEO,,,
1089,0,0,0,16 July 2020,02:53:41,Great training, Anaesthesiologist,Hong Kong,"16 July 2020
""Great training""
5.0
★★★★★
Current Employee ",full-time, more than 5 years,0,Great senior support and training,"Hard work schedule, culture can be difficult to fit in",,5.0,2.0,3.0,,5.0,5.0,4.0,Recommends,Positive Outlook,No Opinion of CEO,,,
1090,0,0,0,28 July 2020,07:09:52,Stable income. Long working hours, Hospital Administrator,Hong Kong,"28 July 2020
""Stable income. Long working hours""
3.0
★★★★★
Former Employee ",full-time, more than a year,0,"Stable income, adopt the same pay scale of civil servant","Super long working hours (more than 12 hours/day), not much support from senior, the hierarchy and culture is hard to fit in.",,3.0,1.0,2.0,,5.0,4.0,3.0,Doesn't Recommend,Neutral Outlook,No Opinion of CEO,,,
1091,0,0,0,27 July 2020,06:32:37,Hospital Authority, Registered Nurse,Hong Kong,"27 July 2020
""Hospital Authority""
3.0
★★★★★
Current Employee ",full-time,,0,"government subsidized, public hospitals, relatively stable","overtime, under staffing, limited resource",,3.0,2.0,3.0,,3.0,3.0,1.0,Doesn't Recommend,Negative Outlook,,,,
1092,0,0,0,23 July 2020,07:19:20,Hospital Job, Clerk,Hong Kong,"23 July 2020
""Hospital Job""
3.0
★★★★★
Current Employee ",full-time,,0,"Accurate Salary , Supposed never to be bankrupted","Low Salary, low promotion opportunity",,3.0,3.0,3.0,,3.0,3.0,4.0,Doesn't Recommend,Negative Outlook,,,,
1093,0,0,0,5 July 2020,06:24:19,Job you want in economic downturn, Patient Care Assistant II,Hong Kong,"5 July 2020
""Job you want in economic downturn""
4.0
★★★★★
Current Employee ",full-time, more than 5 years,0,"Stable, hard to get fired, well paid comparing others jobs of same nature","Not much benefits, no room for promotion unless you are medical professionals",,4.0,4.0,2.0,,2.0,3.0,2.0,Recommends,Positive Outlook,No Opinion of CEO,,,
